ar_doi;au_id;au_in_article;au_byline;au_position;au_h-index;au_c01;au_c02;au_c03;au_c04;au_c05;au_c06;au_c07;au_c08;au_c09;au_c10;
10.1001/jama.2014.6096;7406985866;28;0,481481481;14;25;0;0,038461538;0;0;0;0,071428571;0;0,035714286;0;0;
10.1001/jama.2014.6096;57196930738;28;0,666666667;19;7;0;0,038461538;0;0;0;0,071428571;0;0,035714286;0;0;
10.1001/jama.2014.6096;7801474103;28;0,740740741;21;24;0;0,038461538;0;0;0;0,071428571;0;0,035714286;0;0;
10.1001/jama.2014.6096;6603402761;28;0,814814815;23;29;0;0,038461538;0;0;0;0,071428571;0;0,035714286;0;0;
10.1001/jama.2014.6096;26643557400;28;0,851851852;24;55;0;0,038461538;0;0;0;0,071428571;0;0,035714286;0;0;
10.1001/jama.2014.5052;54790531500;40;0,358974359;15;30;0;0,027027027;0;0;0,047619048;0,043478261;0;0,027027027;0;0;
10.1001/jama.2015.13896;36096394200;38;0,243243243;10;29;0,043478261;0,026315789;0;0;0;0,045454545;0;0,029411765;0;0;
10.1001/jama.2015.13896;10144370900;38;0,621621622;24;23;0,043478261;0,026315789;0;0;0;0,045454545;0;0,029411765;0;0;
10.1001/jama.2014.5052;7004832308;40;0,307692308;13;95;0,034482759;0;0,066666667;0;0;0,043478261;0;0;0;0;
10.1001/jama.2011.1703;15048089300;15;0,071428571;2;31;0;0,076923077;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2011.1703;6701688989;15;0,142857143;3;46;0;0,076923077;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2011.1703;6507667396;15;0,214285714;4;29;0;0,076923077;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2011.1703;35551858400;15;0,571428571;9;28;0;0,076923077;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2011.1703;6602484433;15;0,785714286;12;48;0;0,076923077;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2011.1703;6701323576;15;0,857142857;13;31;0;0,076923077;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2011.1703;7103158680;15;0,928571429;14;66;0;0,076923077;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2014.17986;6602622864;16;0,066666667;2;21;0;0,076923077;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2014.17986;7403140019;16;0,266666667;5;4;0;0,076923077;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2014.17986;36655311100;16;1;16;12;0;0,076923077;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2013.277169;7202205299;16;0,866666667;14;22;0;0,076923077;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2013.282431;7005154630;16;0,933333333;15;21;0;0,066666667;0;0;0;0;0;0;0;0,076923077;
10.1001/jama.2013.282431;7403551351;16;1;16;55;0;0,066666667;0;0;0;0;0;0;0;0,076923077;
10.1001/jama.2017.11470;57204258383;14;0,615384615;9;31;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2017.11470;7201475669;14;0,923076923;13;93;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2017.11470;7103040599;14;0,769230769;11;34;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2017.11470;6602486242;14;0,230769231;4;42;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2017.11470;7403281575;14;0,846153846;12;31;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2014.3201;7201538134;17;0,8125;14;52;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2017.11470;7004600681;14;0,461538462;7;39;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2017.11470;6506166132;14;0,692307692;10;15;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2017.11470;7007018719;14;0,384615385;6;12;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2017.11470;7201389884;14;0,538461538;8;33;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2015.2928;7005864898;14;0,230769231;4;38;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2015.2928;7005507784;14;0,307692308;5;51;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2015.2928;55523270100;14;0,461538462;7;6;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2014.3201;35338060600;17;0,5;9;16;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2014.3201;8966026900;17;0,5625;10;19;0;0,071428571;0;0;0;0;0;0,071428571;0;0;
10.1001/jama.2013.282437;35600281900;7;0,5;4;33;0;0;0;0;0;0;0;0;0,142857143;0;
10.1001/jama.2012.467;14031675600;10;0,333333333;4;13;0,142857143;0;0;0;0;0;0;0;0;0;
10.1001/jama.2007.65;6603441146;14;0,769230769;11;32;0;0;0,142857143;0;0;0;0;0;0;0;
10.1001/jama.2007.65;23388932100;14;0,846153846;12;6;0;0;0,142857143;0;0;0;0;0;0;0;
10.1001/jama.2014.11026;37026977700;32;0,096774194;4;3;0;0,035714286;0;0;0;0,071428571;0;0,034482759;0;0;
10.1001/jama.2014.11026;12762244800;32;0,161290323;6;9;0;0,035714286;0;0;0,071428571;0;0;0,034482759;0;0;
10.1001/jama.2014.11026;7005166754;32;0,193548387;7;42;0;0,035714286;0;0;0,071428571;0;0;0,034482759;0;0;
10.1001/jama.2014.11026;6507986789;32;0,225806452;8;21;0;0,035714286;0;0;0;0,071428571;0;0,034482759;0;0;
10.1001/jama.2014.11026;6701716157;32;0,258064516;9;16;0;0,035714286;0;0;0,071428571;0;0;0,034482759;0;0;
10.1001/jama.2014.11026;6603471403;32;0,290322581;10;11;0;0,035714286;0;0;0,071428571;0;0;0,034482759;0;0;
10.1001/jama.2014.11026;15845060500;32;0,322580645;11;7;0;0,035714286;0;0;0;0,071428571;0;0,034482759;0;0;
10.1001/jama.2014.11026;6508383725;32;0,419354839;14;12;0;0,035714286;0;0;0;0,071428571;0;0,034482759;0;0;
10.1001/jama.2014.11026;57190092226;32;0,612903226;20;15;0;0,035714286;0;0;0;0,071428571;0;0,034482759;0;0;
10.1001/jama.2014.11026;35339593700;32;0,64516129;21;26;0;0,035714286;0;0;0;0,071428571;0;0,034482759;0;0;
10.1001/jama.2014.11026;55600003600;32;0,741935484;24;6;0;0,035714286;0;0;0;0,071428571;0;0,034482759;0;0;
10.1001/jama.2014.11026;7003835406;32;0,774193548;25;31;0;0,035714286;0;0;0,071428571;0;0;0,034482759;0;0;
10.1001/jama.2014.11026;56817177000;32;0,806451613;26;13;0;0,035714286;0;0;0;0,071428571;0;0,034482759;0;0;
10.1001/jama.2014.11026;7003836380;32;0,967741935;31;23;0;0,035714286;0;0;0,071428571;0;0;0,034482759;0;0;
10.1001/jama.2014.11026;56233008400;32;1;32;38;0;0,035714286;0;0;0,071428571;0;0;0,034482759;0;0;
10.1001/jama.2014.5052;26642891900;40;0,538461538;22;36;0;0;0,066666667;0;0,047619048;0;0;0,027027027;0;0;
10.1001/jama.2015.1373;55318351000;28;0,148148148;5;11;0;0,038461538;0;0;0;0,058823529;0;0,043478261;0;0;
10.1001/jama.2015.1373;55837820400;28;0,259259259;8;11;0;0,038461538;0;0;0;0,058823529;0;0,043478261;0;0;
10.1001/jama.2015.1373;55957363800;28;0,407407407;12;10;0;0,038461538;0;0;0;0,058823529;0;0,043478261;0;0;
10.1001/jama.2015.1373;56487890400;28;0,444444444;13;9;0;0,038461538;0;0;0;0,058823529;0;0,043478261;0;0;
10.1001/jama.2017.8334;6603806330;27;0,615384615;17;35;0;0,041666667;0;0;0;0,058823529;0;0,04;0;0;
10.1001/jama.2017.8334;56530444400;27;0,076923077;3;10;0;0,041666667;0;0;0;0,058823529;0;0,04;0;0;
10.1001/jama.2017.8334;54961236700;27;0,153846154;5;17;0;0,041666667;0;0;0;0,058823529;0;0,04;0;0;
10.1001/jama.2017.8334;55932272200;27;0,346153846;10;3;0;0,041666667;0;0;0;0,058823529;0;0,04;0;0;
10.1001/jama.2017.8334;8546174600;27;0,384615385;11;25;0;0,041666667;0;0;0;0,058823529;0;0,04;0;0;
10.1001/jama.2017.8334;14056062000;27;0,423076923;12;7;0;0,041666667;0;0;0;0,058823529;0;0,04;0;0;
10.1001/jama.2017.8334;37036816300;27;0,538461538;15;24;0;0,041666667;0;0;0;0,058823529;0;0,04;0;0;
10.1001/jama.2017.8334;34570743100;27;0,769230769;21;47;0;0,041666667;0;0;0;0,058823529;0;0,04;0;0;
10.1001/jama.2017.8334;55221221800;27;0,961538462;26;27;0;0,041666667;0;0;0;0,058823529;0;0,04;0;0;
10.1001/jama.2013.6599;13006611600;16;0,533333333;9;37;0;0,076923077;0;0;0;0;0;0;0;0,0625;
10.1001/jama.2013.6599;37012879400;16;0,266666667;5;35;0;0,076923077;0;0;0;0;0;0;0;0,0625;
10.1001/jama.2015.18098;24780070000;16;0,333333333;6;3;0;0,0625;0;0;0;0;0;0,076923077;0;0;
10.1001/jama.2015.18098;56702153300;16;0,4;7;54;0;0,0625;0;0;0;0;0;0,076923077;0;0;
10.1001/jama.2015.18098;7006148827;16;0,933333333;15;8;0;0,0625;0;0;0;0;0;0,076923077;0;0;
10.1001/jama.2016.4447;23478547000;16;0,8;13;42;0;0,0625;0;0;0;0;0;0,076923077;0;0;
10.1001/jama.2014.2625;55939885400;15;0,5;8;24;0;0,071428571;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2014.2625;56133943200;15;0,857142857;13;37;0;0,071428571;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2016.10260;35848736600;15;0,571428571;9;21;0;0,071428571;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2011.955;35413422200;17;0,5;9;40;0;0,071428571;0;0;0;0;0;0;0;0,066666667;
10.1001/jama.2011.955;7401719649;17;0,625;11;37;0;0,071428571;0;0;0;0;0;0;0;0,066666667;
10.1001/jama.2013.5827;55739972400;22;0,047619048;2;31;0;0;0;0;0;0,090909091;0;0;0,045454545;0;
10.1001/jama.2013.5827;7103112344;22;0,380952381;9;30;0;0;0;0;0;0,090909091;0;0;0,045454545;0;
10.1001/jama.2013.5827;7404381931;22;0,571428571;13;83;0;0;0;0;0;0,090909091;0;0;0,045454545;0;
10.1001/jama.2013.5827;55160430600;22;0,619047619;14;8;0;0;0;0;0;0,090909091;0;0;0,045454545;0;
10.1001/jama.2013.5827;55512239700;22;0,80952381;18;10;0;0;0;0;0;0,090909091;0;0;0,045454545;0;
10.1001/jama.2014.5052;7004563123;40;0,564102564;23;48;0,034482759;0,027027027;0;0;0,047619048;0;0;0,027027027;0;0;
10.1001/jama.2014.5052;6603478990;40;0,102564103;5;27;0,034482759;0,027027027;0;0;0,047619048;0;0;0,027027027;0;0;
10.1001/jama.2014.5052;7004157218;40;0,230769231;10;56;0,034482759;0,027027027;0;0;0,047619048;0;0;0,027027027;0;0;
10.1001/jama.2013.280928;7402429143;17;0,3125;6;10;0;0,058823529;0;0;0;0;0;0;0,076923077;0;
10.1001/jama.2014.15063;7005367498;31;0,7;22;130;0;0,034482759;0;0,0625;0;0;0;0,037037037;0;0;
10.1001/jama.2014.15063;55882203700;31;0,066666667;3;37;0;0,034482759;0;0,0625;0;0;0;0,037037037;0;0;
10.1001/jama.2014.15063;57104987700;31;0,166666667;6;41;0;0,034482759;0;0,0625;0;0;0;0,037037037;0;0;
10.1001/jama.2014.15063;36149864300;31;0,233333333;8;48;0;0,034482759;0;0,0625;0;0;0;0,037037037;0;0;
10.1001/jama.2014.15063;6506086876;31;0,466666667;15;32;0;0,034482759;0;0,0625;0;0;0;0,037037037;0;0;
10.1001/jama.2014.15063;57205774418;31;0,633333333;20;1;0;0,034482759;0;0,0625;0;0;0;0,037037037;0;0;
10.1001/jama.2009.1178;35395213700;16;0,466666667;8;73;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2009.1178;55449276500;16;0,266666667;5;103;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2009.1178;12789607900;16;0,333333333;6;50;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2009.1178;35380974900;16;0,666666667;11;81;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2009.1178;7401481416;16;0,4;7;51;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2009.1178;7501883435;16;0,133333333;3;43;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2009.1178;7005493184;16;0,533333333;9;53;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2009.1178;7006325335;16;0,6;10;51;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2009.1178;7101898595;16;0,733333333;12;76;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2009.1232;35339561700;17;0,625;11;37;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2009.1232;24824752000;17;0,75;13;35;0;0,0625;0;0;0;0;0;0;0,071428571;0;
10.1001/jama.2014.16819;56311894300;15;0,785714286;12;29;0;0,066666667;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2014.16819;7103137551;15;0,928571429;14;28;0;0,066666667;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2013.278932;6602626191;21;0,25;6;27;0;0,05;0;0;0;0;0;0;0;0,083333333;
10.1001/jama.2013.278932;26635124300;21;0,45;10;6;0;0,05;0;0;0;0;0;0;0;0,083333333;
10.1001/jama.2013.283815;7006475898;25;0,291666667;8;41;0;0,05;0;0;0;0;0;0;0,083333333;0;
10.1001/jama.2014.3741;22955402100;28;0,555555556;16;36;0;0,043478261;0;0;0;0,052631579;0;0,037037037;0;0;
10.1001/jama.2014.3741;6603533598;28;0,703703704;20;49;0;0,043478261;0;0;0;0,052631579;0;0,037037037;0;0;
10.1001/jama.2009.954;57202594629;36;0,171428571;7;80;0;0,028571429;0;0;0;0,0625;0;0;0;0,041666667;
10.1001/jama.2009.954;6507266975;36;0,2;8;56;0;0,028571429;0;0;0;0,0625;0;0;0;0,041666667;
10.1001/jama.2013.1625;55413424800;18;0,823529412;15;37;0,076923077;0,055555556;0;0;0;0;0;0;0;0;
10.1001/jama.2012.385;7202284800;18;0,529411765;10;27;0;0,055555556;0;0;0;0;0;0;0;0,076923077;
10.1001/jama.2012.385;6603597601;18;0,588235294;11;21;0;0,055555556;0;0;0;0;0;0;0;0,076923077;
10.1001/jama.2012.385;7101945588;18;0,647058824;12;53;0;0,055555556;0;0;0;0;0;0;0;0,076923077;
10.1001/jama.2012.385;55970906300;18;0,705882353;13;2;0;0,055555556;0;0;0;0;0;0;0;0,076923077;
10.1001/jama.2012.385;55175137700;18;0,764705882;14;2;0;0,055555556;0;0;0;0;0;0;0;0,076923077;
10.1001/jama.2010.1976;12797149100;36;0,285714286;11;24;0;0;0,076923077;0;0;0,055555556;0;0;0;0;
10.1001/jama.2010.1976;36775152700;36;0,771428571;28;1;0;0;0,076923077;0;0;0,055555556;0;0;0;0;
10.1001/jama.2014.5052;8706106500;40;0,897435897;36;16;0,034482759;0,027027027;0;0;0;0,043478261;0;0,027027027;0;0;
10.1001/jama.2014.5052;7404079336;40;0,974358974;39;34;0,034482759;0,027027027;0;0;0;0,043478261;0;0,027027027;0;0;
10.1001/jama.2009.954;57196272200;36;0,057142857;3;56;0;0,028571429;0;0,058823529;0;0;0;0;0,043478261;0;
10.1001/jama.2009.954;26767851800;36;0,114285714;5;42;0;0,028571429;0;0,058823529;0;0;0;0;0,043478261;0;
10.1001/jama.2009.954;35420095800;36;0,257142857;10;41;0;0,028571429;0;0,058823529;0;0;0;0;0,043478261;0;
10.1001/jama.2009.954;26425387600;36;0,314285714;12;46;0;0,028571429;0;0,058823529;0;0;0;0;0,043478261;0;
10.1001/jama.2009.954;8703141300;36;0,342857143;13;48;0;0,028571429;0;0,058823529;0;0;0;0;0,043478261;0;
10.1001/jama.2009.954;7402061249;36;0,428571429;16;141;0;0,028571429;0;0;0;0;0,058823529;0;0,043478261;0;
10.1001/jama.2010.1976;6505998235;36;0,514285714;19;13;0;0;0,076923077;0;0,052631579;0;0;0;0;0;
10.1001/jama.2016.6967;36913461500;16;0,466666667;8;6;0;0,0625;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2016.6967;56956295700;16;0,733333333;12;3;0;0,0625;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2009.954;7403288408;36;0,828571429;30;84;0;0,028571429;0;0;0;0;0,058823529;0;0;0,041666667;
10.1001/jama.2009.954;7006507139;36;0,857142857;31;103;0;0,028571429;0;0,058823529;0;0;0;0;0;0,041666667;
10.1001/jama.2009.954;57201515523;36;0,914285714;33;117;0;0,028571429;0;0;0;0;0,058823529;0;0;0,041666667;
10.1001/jama.2017.0972;7406645019;44;0,372093023;17;56;0;0,025;0;0;0;0;0,076923077;0,025;0;0;
10.1001/jama.2017.0972;7004345054;44;0,627906977;28;114;0;0,025;0;0;0;0;0,076923077;0,025;0;0;
10.1001/jama.2017.0972;57204698578;44;0,697674419;31;31;0;0,025;0;0;0;0;0,076923077;0,025;0;0;
10.1001/jama.2013.109309;56487937600;33;0,4375;15;7;0;0,034482759;0;0;0;0,045454545;0;0;0;0,045454545;
10.1001/jama.2013.109309;55837820400;33;0,5;17;11;0;0,034482759;0;0;0;0,045454545;0;0;0;0,045454545;
10.1001/jama.2013.109309;55838179200;33;0,53125;18;3;0;0,034482759;0;0;0;0,045454545;0;0;0;0,045454545;
10.1001/jama.2013.109309;57167935100;33;0,5625;19;1;0;0,034482759;0;0;0;0,045454545;0;0;0;0,045454545;
10.1001/jama.2013.109309;35395335700;33;0,625;21;32;0;0,034482759;0;0;0;0,045454545;0;0;0;0,045454545;
10.1001/jama.2013.109309;6506028751;33;0,65625;22;5;0;0,034482759;0;0;0;0,045454545;0;0;0;0,045454545;
10.1001/jama.2013.109309;7004569556;33;0,71875;24;87;0;0,034482759;0;0;0;0;0;0;0,045454545;0,045454545;
10.1001/jama.2012.16817;7103102534;16;0,6;10;90;0;0,0625;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2012.16817;6603899108;16;0,466666667;8;27;0;0,0625;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2018.2525;6602488679;10;0,666666667;7;49;0;0,125;0;0;0;0;0;0;0;0;
10.1001/jama.2013.276303;7102138339;9;0,75;7;29;0,125;0;0;0;0;0;0;0;0;0;
10.1001/jama.2012.16817;23393343400;16;0,2;4;15;0;0,0625;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2012.16817;7202128359;16;0,266666667;5;25;0;0,0625;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2012.16817;6603038054;16;0,333333333;6;45;0;0,0625;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2012.16817;6508383158;16;0,4;7;29;0;0,0625;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2012.16817;7004396543;16;0,533333333;9;54;0;0,0625;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2012.16817;7005628718;16;0,666666667;11;60;0;0,0625;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2011.746;6602255067;18;0,294117647;6;16;0;0,0625;0;0;0;0;0;0;0;0,0625;
10.1001/2012.jama.11164;7004439727;21;0,7;15;23;0;0,047619048;0;0;0;0;0;0;0,076923077;0;
10.1001/jama.2017.1704;6603446560;18;0,470588235;9;55;0;0,066666667;0;0;0;0;0;0,055555556;0;0;
10.1001/jama.2017.1704;56335064100;18;0,411764706;8;3;0;0,066666667;0;0;0;0;0;0,055555556;0;0;
10.1001/jama.2011.1830;6701779650;21;0,6;13;44;0;0,05;0;0;0;0;0;0;0;0,071428571;
10.1001/jama.2011.1830;7006009035;21;0,45;10;34;0;0,05;0;0;0;0;0;0;0;0,071428571;
10.1001/jama.2017.0972;55558417300;44;0,186046512;9;22;0;0,025;0;0,071428571;0;0;0;0,025;0;0;
10.1001/jama.2011.1830;53064367200;21;0,55;12;18;0;0,05;0;0;0;0;0;0;0;0,071428571;
10.1001/jama.2017.0972;57104987700;44;0,046511628;3;41;0;0,025;0;0,071428571;0;0;0;0,025;0;0;
10.1001/jama.2011.1830;6602895515;21;0,4;9;28;0;0,05;0;0;0;0;0;0;0;0,071428571;
10.1001/jama.2017.0972;8964590300;44;0,069767442;4;43;0;0,025;0;0,071428571;0;0;0;0,025;0;0;
10.1001/jama.2017.0972;55848832700;44;0,093023256;5;19;0;0,025;0;0,071428571;0;0;0;0,025;0;0;
10.1001/jama.2017.0972;6507357414;44;0,11627907;6;28;0;0,025;0;0,071428571;0;0;0;0,025;0;0;
10.1001/jama.2017.0972;6602404452;44;0,906976744;40;56;0;0,025;0;0,071428571;0;0;0;0,025;0;0;
10.1001/jama.2014.5616;7203060134;19;0,166666667;4;136;0,0625;0,058823529;0;0;0;0;0;0;0;0;
10.1001/jama.2014.16425;6603290887;18;0,117647059;3;27;0;0,0625;0;0;0;0;0;0,058823529;0;0;
10.1001/jama.2014.16425;6701669267;18;0,470588235;9;33;0;0,0625;0;0;0;0;0;0,058823529;0;0;
10.1001/jama.2014.16425;7007043802;18;0,882352941;16;116;0;0,0625;0;0;0;0;0;0,058823529;0;0;
10.1001/jama.2017.11137;15019340200;51;0;1;15;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2017.11137;15738593800;51;0,06;4;29;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2017.11137;57188564393;51;0,16;9;18;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2017.11137;57189846027;51;0,28;15;8;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2017.11137;57205558579;51;0,42;22;10;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2017.11137;57194462446;51;0,48;25;4;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2017.11137;57194468259;51;0,5;26;5;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2017.11137;55911182100;51;0,58;30;14;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2017.11137;54794537500;51;0,6;31;23;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2017.11137;7102135547;51;0,84;43;130;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2017.11137;7201605298;51;0,98;50;64;0;0,019607843;0,0625;0;0;0,019607843;0;0,019607843;0;0;
10.1001/jama.2014.1717;6701394083;28;0,185185185;6;19;0;0,037037037;0;0;0;0;0;0;0;0,083333333;
10.1001/jama.2014.1717;6601960896;28;0,481481481;14;10;0;0,037037037;0;0;0;0;0;0;0;0,083333333;
10.1001/jama.2015.10529;56875483800;25;0,166666667;5;2;0,066666667;0;0;0;0;0;0;0,052631579;0;0;
10.1001/jama.299.13.1574;6602367133;18;0,764705882;14;45;0;0,055555556;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2015.7916;23018783200;18;0,882352941;16;17;0;0,0625;0;0;0;0;0;0,055555556;0;0;
10.1001/jama.299.13.1574;36828700400;18;0,294117647;6;5;0;0,055555556;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2015.7916;35310215500;18;0,411764706;8;13;0;0,0625;0;0;0;0;0;0,055555556;0;0;
10.1001/jama.2015.7916;55628588432;18;0,470588235;9;24;0;0,0625;0;0;0;0;0;0,055555556;0;0;
10.1001/jama.2015.7916;15023070000;18;0,647058824;12;18;0;0,0625;0;0;0;0;0;0,055555556;0;0;
10.1001/jama.299.13.1574;23011617000;18;0,176470588;4;4;0;0,055555556;0;0;0;0;0;0;0,0625;0;
10.1001/jama.299.13.1574;23992834200;18;0,235294118;5;4;0;0,055555556;0;0;0;0;0;0;0,0625;0;
10.1001/jama.299.13.1574;35270742200;18;0,411764706;8;9;0;0,055555556;0;0;0;0;0;0;0,0625;0;
10.1001/jama.299.13.1574;6602824387;18;0,647058824;12;40;0;0,055555556;0;0;0;0;0;0;0,0625;0;
10.1001/jama.2014.3;7005544071;20;0,157894737;4;95;0;0,055555556;0;0;0;0;0;0;0;0,0625;
10.1001/jama.2014.3;55909968600;20;0,526315789;11;25;0;0,055555556;0;0;0;0;0;0;0;0,0625;
10.1001/jama.2014.3;7202600315;20;0,684210526;14;40;0;0,055555556;0;0;0;0;0;0;0;0,0625;
10.1001/jama.2014.3;24492760900;20;0,894736842;18;28;0;0,055555556;0;0;0;0;0;0;0;0,0625;
10.1001/jama.2016.3609;35377460800;29;0,285714286;9;115;0,083333333;0,034482759;0;0;0;0;0;0;0;0;
10.1001/jama.2013.280031;16552072200;21;0,1;3;34;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2014.7734;56959536100;17;0,125;3;52;0;0,058823529;0;0;0;0;0;0,058823529;0;0;
10.1001/jama.2014.7734;57201000742;17;0,1875;4;24;0;0,058823529;0;0;0;0;0;0,058823529;0;0;
10.1001/jama.2014.7734;6602312561;17;0,25;5;23;0;0,058823529;0;0;0;0;0;0,058823529;0;0;
10.1001/jama.2014.7734;9938974200;17;0,375;7;18;0;0,058823529;0;0;0;0;0;0,058823529;0;0;
10.1001/jama.2014.7734;7006820965;17;1;17;54;0;0,058823529;0;0;0;0;0;0,058823529;0;0;
10.1001/jama.2013.280031;57192665175;21;0,2;5;22;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2013.280031;23481536700;21;0,3;7;11;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2013.280031;7003330039;21;0,35;8;43;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2013.280031;23985083300;21;0,45;10;33;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2013.280031;23971006200;21;0,5;11;22;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2013.280031;47061286100;21;0,55;12;12;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2013.280031;24071727600;21;0,6;13;4;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2013.280031;6504736367;21;0,65;14;10;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2013.280031;23396227300;21;0,7;15;9;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2013.280031;55199313200;21;0,9;19;18;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2013.280031;16315885700;21;0,95;20;19;0;0,058823529;0;0;0;0;0;0;0;0,058823529;
10.1001/jama.2011.1830;7005837673;21;0,8;17;96;0;0,05;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2011.1830;35379383800;21;0,85;18;93;0;0,05;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2011.1830;6507833988;21;0,9;19;17;0;0,05;0;0;0;0;0;0;0,066666667;0;
10.1001/jama.2015.13896;25953579300;38;0,513513514;20;2;0,043478261;0,026315789;0;0;0;0,045454545;0;0;0;0;
10.1001/jama.2018.4657;35460129200;19;0,111111111;3;69;0;0,0625;0;0;0;0;0;0,052631579;0;0;
10.1001/jama.2018.4657;6603593242;19;0,166666667;4;19;0;0,0625;0;0;0;0;0;0,052631579;0;0;
10.1001/jama.2018.4657;7403478911;19;0,444444444;9;44;0;0,0625;0;0;0;0;0;0,052631579;0;0;
10.1001/jama.2018.4657;6506409756;19;0,666666667;13;15;0;0,0625;0;0;0;0;0;0,052631579;0;0;
